num_container;tipo;teu;ref_bl;supplier;etd;eta;modal;status;frete;frete_total_cont;frete_cont_por_teu;valor_pi;valor_pi_total_cont;pct_processo_no_cont;pct_frete_pi
APHU1987737;40';2,0;CMI25000561;Everich;;2025-03-10;FCL;Entregue;3075,0;10145,0;5072,5;73791,0;120883,2;0,30310497782158696;0,04167174858722608
APHU1987737;40';2,0;IMFOR00100/25;ANHUI;;2025-03-10;FCL;Entregue;3970,0;10145,0;5072,5;22142,2;120883,2;0,3913257762444554;0,17929564361264913
APHU1987737;40';2,0;WMFIM251050;Ningbo Toprank;;;FCL;Entregue;3100,0;10145,0;5072,5;24950,0;120883,2;0,3055692459339576;0,12424849699398798
APHU2166941;20';1,0;GOC24018-4;Everich;;;nan;Entregue;;0,0;0,0;72192,6;327783,28;;
APHU2166941;20';1,0;GOC24041-1;Ansheng;;2024-01-12;nan;Entregue;;0,0;0,0;68346,0;327783,28;;
APHU2166941;20';1,0;GOC24066-9;YNS;;;nan;Entregue;;0,0;0,0;34229,84;327783,28;;
APHU2166941;20';1,0;GOC24071-3;Everich;;2024-01-12;nan;Entregue;;0,0;0,0;122115,84;327783,28;;
APHU2166941;20';1,0;GOC24074-1;YNS;;;nan;Entregue;;0,0;0,0;30899,0;327783,28;;
APHU2197935;20';1,0;IMFOR00349/24;YNS;2024-01-12;;nan;Entregue;3086,957376201353;11770,070939102701;11770,070939102701;54593,49999999999;125472,5;0,2622717732266012;0,05654441236047063
APHU2197935;20';1,0;IMFOR00349/24;YNS;2024-01-12;;nan;Entregue;1323,1392492350128;11770,070939102701;11770,070939102701;23400,0;125472,5;0,11241557133179719;0,056544412360470635
APHU2197935;20';1,0;IMFOR00349/24;YNS;2024-01-12;;nan;Entregue;703,9779338878594;11770,070939102701;11770,070939102701;12450,000000000002;125472,5;0,05981084884961004;0,05654441236047063
APHU2197935;20';1,0;IMFOR00349/24;YNS;2024-01-12;;nan;Entregue;955,9963797784768;11770,070939102701;11770,070939102701;16907,0;125472,5;0,08122265232934593;0,05654441236047062
APHU2197935;20';1,0;IMP-SEA80244/24;AT Express;;;nan;Entregue;5700,0;11770,070939102701;11770,070939102701;18122,0;125472,5;0,4842791542626457;0,3145348195563404
APHU3607983;20';1,0;CMI26000652;Lanrun;2026-12-02;;FCL;Em Trânsito;1250,0;2045,96;2045,96;95997,2;168556,8;0,6109601360730414;0,013021213118715963
APHU3607983;20';1,0;CMI26000662;Everich;;;FCL;Pronto para Embarque;;2045,96;2045,96;0,0;168556,8;;
APHU3607983;20';1,0;CMI26000667;Lanrun;2026-06-03;2026-12-04;FCL;Booking;4,32;2045,96;2045,96;136,0;168556,8;0,0021114782302684315;0,031764705882352945
APHU3607983;20';1,0;CMI26000671;Everich;2026-06-03;2026-12-04;FCL;Booking;640,11;2045,96;2045,96;58561,2;168556,8;0,3128653541613717;0,010930616175898036
APHU3607983;20';1,0;CMI26000671;Everich;2026-06-03;2026-12-04;FCL;Booking;151,53;2045,96;2045,96;13862,4;168556,8;0,07406303153531839;0,010931007617728533
APHU5408072;20';1,0;CMI25000451;Everich;2025-04-02;2025-06-03;nan;Entregue;1045,09;9775,26;9775,26;18603,0;174003,63999999998;0,10691173431704118;0,056178573348384664
APHU5408072;20';1,0;CMI25000451;Everich;2025-04-02;2025-06-03;nan;Entregue;722,32;9775,26;9775,26;12857,6;174003,63999999998;0,07389266372454543;0,05617844698855152
APHU5408072;20';1,0;CMI25000451;Everich;2025-04-02;2025-06-03;nan;Entregue;2011,7;9775,26;9775,26;35809,04;174003,63999999998;0,20579503767674723;0,05617855156128173
APHU5408072;20';1,0;CMI25000451;Everich;2025-04-02;2025-06-03;nan;Entregue;3158,3;9775,26;9775,26;56219,03999999999;174003,63999999998;0,3230911505167126;0,056178476188849906
APHU5408072;20';1,0;CMI25000451;Everich;2025-04-02;2025-06-03;nan;Entregue;2837,85;9775,26;9775,26;50514,96;174003,63999999998;0,29030941376495356;0,05617840734705125
APHU5418934;40';2,0;CMI25000497;YNS;;;FCL;Entregue;1132,06;2527,05;1263,525;66779,0;149068,0;0,4479768900496626;0,016952335314994234
APHU5418934;40';2,0;CMI25000497;YNS;;;FCL;Entregue;1394,99;2527,05;1263,525;82289,0;149068,0;0,5520231099503373;0,016952326556404867
APHU6229731;40';2,0;IMFOR00080/25;Parisun;;2025-10-09;FCL;Entregue;16380,0;33878,94;16939,47;179524,0;411395,6;0,48348620116213786;0,09124128250261804
APHU6229731;40';2,0;WMFIM250967;YNS;;;FCL;Entregue;1351,95;33878,94;16939,47;16680,0;411395,6;0,03990532171313506;0,0810521582733813
APHU6229731;40';2,0;WMFIM250967;YNS;;;FCL;Entregue;6869,78;33878,94;16939,47;83538,0;411395,6;0,2027743489022974;0,0822353898824487
APHU6229731;40';2,0;WMFIM250967;YNS;;;FCL;Entregue;4708,27;33878,94;16939,47;57253,6;411395,6;0,1389733563092588;0,08223535288610674
APHU6229731;40';2,0;WMFIM250989;YNS;;;FCL;Entregue;4568,94;33878,94;16939,47;74400,0;411395,6;0,1348607719131708;0,06141048387096774
APHU6261415;20';1,0;CMI25000626;Everich;2025-11-12;;FCL;Entregue;624,05;3511,27;3511,27;30429,000000000004;153175,0;0,17772771675205837;0,020508396595353112
APHU6261415;20';1,0;CMI25000626;Everich;2025-11-12;;FCL;Entregue;875,95;3511,27;3511,27;42712,2;153175,0;0,24946814115690336;0,020508192038808586
APHU6261415;20';1,0;WMFIM251267;Newcom;;;LCL;Entregue;11,27;3511,27;3511,27;2599,2;153175,0;0,0032096648790893322;0,004335949522930133
APHU6261415;20';1,0;WMFIM251277;Yushi HongKong;2025-10-12;;FCL;Entregue;575,68;3511,27;3511,27;20697,6;153175,0;0,16395207432068737;0,027813852813852815
APHU6261415;20';1,0;WMFIM251277;Yushi HongKong;2025-10-12;;FCL;Entregue;1424,32;3511,27;3511,27;56737,0;153175,0;0,4056424028912616;0,025103900452967197
APHU6692553;20';1,0;IMFOR00194/25;AT Express;2025-04-10;;FCL;Entregue;2300,0;2300,0;2300,0;13243,0;13243,0;1,0;0,17367665936721285
APHU6752576;20';1,0;WMFIM261414;Yushi HongKong;2026-12-02;;FCL;Em Trânsito;1324,39;1324,39;1324,39;73222,25;73222,25;1,0;0,01808726172713895
APHU8038374;20';1,0;GOC24012-6;Lanrun;;;FCL;Entregue;;1604,94;1604,94;89090,0;167711,07;;
APHU8038374;20';1,0;GOC24012-8;Lanrun;2024-08-07;;FCL;Entregue;;1604,94;1604,94;67244,2;167711,07;;
APHU8038374;20';1,0;GOC24013-1;Endian;2024-11-07;;LCL;Entregue;;1604,94;1604,94;8360,0;167711,07;;
APHU8038374;20';1,0;GOC24073-1;Newcom;;2024-09-08;Aéreo;Entregue;1604,94;1604,94;1604,94;3016,8700000000003;167711,07;1,0;0,5319884516071292
APHU8090293;40';2,0;GOC24044-1;YNS;;;FCL;Entregue;3900,0;8066,66;4033,33;58280,0;131955,0;0,4834714739433669;0,06691832532601236
APHU8090293;40';2,0;GOC24044-2;YNS;2024-12-08;2024-01-10;FCL;Entregue;2083,33;8066,66;4033,33;21700,0;131955,0;0,25826426302831657;0,09600599078341014
APHU8090293;40';2,0;GOC24045-1;YNS;2024-12-08;2024-01-10;FCL;Entregue;2083,33;8066,66;4033,33;49635,0;131955,0;0,25826426302831657;0,04197300292132568
APHU8090293;40';2,0;GOC24051-1;YNS;2024-12-08;2024-01-10;FCL;Entregue;;8066,66;4033,33;2340,0;131955,0;;
APHU8187926;20';1,0;IMFOR00006/25;Max Home;2025-04-02;;nan;Entregue;135,04;135,04;135,04;1562,4;1562,4;1,0;0,08643113159242191
APHU8707870;40';2,0;GOC24018-2;Everich;;2024-09-11;FCL;Entregue;;0,0;0,0;45335,7;164961,3;;
APHU8707870;40';2,0;GOC24028-1;Everich;;2024-09-11;FCL;Entregue;;0,0;0,0;32142,0;164961,3;;
APHU8707870;40';2,0;GOC24064-2;Dongguan Soonleader;2024-08-10;2024-03-11;LCL;Entregue;;0,0;0,0;27003,6;164961,3;;
APHU8707870;40';2,0;SAO092024-058;YNS;;2024-09-11;FCL;Entregue;;0,0;0,0;30240,0;164961,3;;
APHU8707870;40';2,0;SAO092024-058;YNS;;2024-09-11;FCL;Entregue;;0,0;0,0;30240,0;164961,3;;
APHU8930103;20';1,0;CMI25000600;Everich;2025-09-10;2025-09-11;FCL;Entregue;1000,0;1000,0;1000,0;98573,2;98573,2;1,0;0,010144745224868423
APHU9164991;20';1,0;CMI25000618;Everich;;;FCL;Entregue;733,34;5033,34;5033,34;39816,0;136067,91999999998;0,14569649576623078;0,018418223829616234
APHU9164991;20';1,0;IMFOR00224/25;Parisun;;;FCL;Entregue;2198,9;5033,34;5033,34;58691,92;136067,91999999998;0,43686697103712446;0,03746512296752262
APHU9164991;20';1,0;IMFOR00224/25;Parisun;;;FCL;Entregue;2101,1;5033,34;5033,34;37560,0;136067,91999999998;0,41743653319664475;0,05593982960596379
CAXU1908841;40';2,0;IMFOR00190/25;YNS;;;FCL;Entregue;753,4;2230,0;1115,0;87856,14;292586,33999999997;0,337847533632287;0,008575382437698719
CAXU1908841;40';2,0;IMFOR00190/25;YNS;;;FCL;Entregue;701,63;2230,0;1115,0;89460,0;292586,33999999997;0,3146322869955157;0,00784294656829868
CAXU1908841;40';2,0;IMFOR00190/25;YNS;;;FCL;Entregue;754,97;2230,0;1115,0;114970,2;292586,33999999997;0,3385515695067265;0,006566658142718723
CAXU1908841;40';2,0;WMFIM251130;Newcom;;2025-03-11;FCL;Entregue;20,0;2230,0;1115,0;300,0;292586,33999999997;0,008968609865470852;0,06666666666666667
CAXU1938483;40';2,0;CMI24000436;YNS;2025-11-01;2025-04-02;nan;Entregue;2342,28;7739,29;3869,645;43530,49999999999;136637,55;0,3026479173154127;0,05380778994038664
CAXU1938483;40';2,0;CMI24000436;YNS;2025-11-01;2025-04-02;nan;Entregue;831,01;7739,29;3869,645;15444,0;136637,55;0,1073754827639228;0,05380795130795131
CAXU1938483;40';2,0;CMI24000436;YNS;2025-11-01;2025-04-02;nan;Entregue;1855,72;7739,29;3869,645;34488,0;136637,55;0,23977910118370033;0,05380770122941313
CAXU1938483;40';2,0;IMP-SEA80277/24;Everich;2025-05-01;2025-11-02;nan;Entregue;2540,06;7739,29;3869,645;40855,05;136637,55;0,328203233113115;0,06217248540878055
CAXU1938483;40';2,0;IMP-SEA80278/24;Everich;2025-05-01;2025-11-02;nan;Entregue;170,22;7739,29;3869,645;2320,0;136637,55;0,021994265623849218;0,07337068965517242
CAXU2161193;40';2,0;CMI25000529;Lanrun;;;FCL;Entregue;5660,44;5660,44;2830,22;101462,4;101462,4;1,0;0,05578854827009808
CAXU2694522;20';1,0;CMI24000413;Lanrun;2024-11-11;;nan;Entregue;459,8962849908079;459,8962849908079;459,8962849908079;6955,200000000001;6955,200000000001;1,0;0,06612265427174026
CAXU2839607;40';2,0;CMI24000400;Parisun;2025-02-03;2025-03-04;nan;Entregue;448,52;2409,83;1204,915;24850,0;85683,25;0,18612101268554213;0,018049094567404427
CAXU2839607;40';2,0;CMI25000454;Everich;2025-03-03;2025-02-04;nan;Entregue;166,14;2409,83;1204,915;5376,0;85683,25;0,06894262250864168;0,030904017857142856
CAXU2839607;40';2,0;WMFIM250697;YNS;2025-05-03;2025-03-04;nan;Entregue;1795,17;2409,83;1204,915;55457,25;85683,25;0,7449363648058163;0,032370339315418634
CAXU4117625;20';1,0;CMI25000620;Lanrun;2025-02-12;2026-03-01;FCL;Entregue;686,29;3136,29;3136,29;40075,2;199849,2;0,218822239014887;0,01712505489679403
CAXU4117625;20';1,0;CMI25000628;Lanrun;;;FCL;Entregue;1225,0;3136,29;3136,29;79398,0;199849,2;0,3905888804925565;0,015428600216630142
CAXU4117625;20';1,0;CMI25000628;Lanrun;;;FCL;Entregue;1225,0;3136,29;3136,29;80376,0;199849,2;0,3905888804925565;0,01524086792077237
CAXU5641923;20';1,0;IMP-02/12299;Shenzhen Ilinois;;;Aéreo;Pronto para Embarque;580,0;580,0;580,0;51412,0;51412,0;1,0;0,011281412899712129
CAXU6007072;20';1,0;CMI25000507;Everich;;;FCL;Entregue;3550,0;8340,58;8340,58;77710,35;238783,95;0,42562987226308;0,045682460573141154
CAXU6007072;20';1,0;CMI25000508;Everich;;;FCL;Entregue;676,97;8340,58;8340,58;29184,0;238783,95;0,08116581820448938;0,023196614583333334
CAXU6007072;20';1,0;CMI25000508;Everich;;;FCL;Entregue;1398,03;8340,58;8340,58;60268,8;238783,95;0,16761783952674753;0,023196579324625675
CAXU6007072;20';1,0;IMFOR00044/25;YNS;2025-04-06;2025-10-07;FCL;Entregue;2715,58;8340,58;8340,58;71620,8;238783,95;0,325586470005683;0,03791608024484507
CAXU6075395;20';1,0;IMFOR00029/26;AT Express;;;FCL;Desembaraço;1245,0;6225,0;6225,0;13243,0;66215,0;0,2;0,09401193083138262
CAXU6075395;20';1,0;IMFOR00031/26;AT Express;;;FCL;Desembaraço;1245,0;6225,0;6225,0;13243,0;66215,0;0,2;0,09401193083138262
CAXU6075395;20';1,0;IMFOR00031/26;AT Express;;;FCL;Desembaraço;1245,0;6225,0;6225,0;13243,0;66215,0;0,2;0,09401193083138262
CAXU6075395;20';1,0;IMFOR00031/26;AT Express;;;FCL;Desembaraço;1245,0;6225,0;6225,0;13243,0;66215,0;0,2;0,09401193083138262
CAXU6075395;20';1,0;IMFOR00031/26;AT Express;;;FCL;Desembaraço;1245,0;6225,0;6225,0;13243,0;66215,0;0,2;0,09401193083138262
CAXU6543670;20';1,0;WMFIM251077;YNS;2025-03-09;;FCL;Entregue;2452,22;7675,13;7675,13;74239,2;232359,12;0,31950208009506026;0,03303133654457483
CAXU6543670;20';1,0;WMFIM251077;YNS;2025-03-09;;FCL;Entregue;2779,51;7675,13;7675,13;84147,72;232359,12;0,3621450060129275;0,033031316831876135
CAXU6543670;20';1,0;WMFIM251077;YNS;2025-03-09;;FCL;Entregue;2443,4;7675,13;7675,13;73972,2;232359,12;0,31835291389201226;0,03303132798537829
CAXU7067228;40';2,0;1062407357;YNS;;;nan;Entregue;;3111,6;1555,8;33129,6;161506,72;;
CAXU7067228;40';2,0;1062407357;YNS;;;nan;Entregue;;3111,6;1555,8;39397,12;161506,72;;
CAXU7067228;40';2,0;GOC24066-5;YNS;;;nan;Entregue;;3111,6;1555,8;30240,0;161506,72;;
CAXU7067228;40';2,0;GOC24066-6;YNS;;;nan;Entregue;;3111,6;1555,8;30240,0;161506,72;;
CAXU7067228;40';2,0;GOC24093-1;Newcom;;;nan;Entregue;3111,6;3111,6;1555,8;28500,0;161506,72;1,0;0,10917894736842106
CAXU8099076;40';2,0;CMI25000500;Lanrun;;;FCL;Entregue;6711,45;9757,05;4878,525;101088,0;134073,0;0,6878564730118223;0,06639215337132004
CAXU8099076;40';2,0;IMP-02/9926;Shenzhen Ilinois;;;Aéreo;Entregue;446,63;9757,05;4878,525;7740,0;134073,0;0,04577510620525672;0,057704134366925064
