num_container;tipo;teu;ref_bl;supplier;etd;eta;modal;status;frete;frete_total_cont;frete_cont_por_teu;valor_pi;valor_pi_total_cont;pct_processo_no_cont;pct_frete_pi
CAXU8099076;40';2,0;WMFIM250955;YNS;2025-10-07;;FCL;Entregue;2598,97;9757,05;4878,525;25245,0;134073,0;0,26636842078292106;0,10294989106753812
CAXU9517169;40';2,0;CMI25000499;Lanrun;;;FCL;Entregue;1292,18;5153,75;2576,875;83667,2;195158,2;0,2507261702643706;0,015444284020500269
CAXU9517169;40';2,0;IMFOR00044/25;YNS;2025-04-06;2025-10-07;FCL;Entregue;3082,37;5153,75;2576,875;90935,0;195158,2;0,5980829493087557;0,03389640952328586
CAXU9517169;40';2,0;IMFOR00044/25;YNS;2025-04-06;2025-10-07;FCL;Entregue;779,2;5153,75;2576,875;20556,0;195158,2;0,15119088042687365;0,037906207433352795
CMAU4514944;20';1,0;IMP-SEA80243/24;AT Express;2024-12-12;2025-09-01;nan;Entregue;5352,647942791999;15016,13332469686;15016,13332469686;18122,0;93740,08;0,3564598040687719;0,2953673955850347
CMAU4514944;20';1,0;IMP-SEA80243/24;AT Express;2024-12-12;2025-09-01;nan;Entregue;6011,43538190486;15016,13332469686;15016,13332469686;20352,4;93740,08;0,4003317799541592;0,29536739558503466
CMAU4514944;20';1,0;WMFIMP-24/0605;Everich;2024-10-12;2025-12-01;nan;Entregue;2302,517659694045;15016,13332469686;15016,13332469686;34843,49999999999;93740,08;0,15333625573949325;0,06608169844286726
CMAU4514944;20';1,0;WMFIMP-24/0605;Everich;2024-10-12;2025-12-01;nan;Entregue;434,4541264126309;15016,13332469686;15016,13332469686;6574,5;93740,08;0,02893248994387185;0,06608169844286728
CMAU4514944;20';1,0;WMFIMP-24/0605;Everich;2024-10-12;2025-12-01;nan;Entregue;915,0782138933246;15016,13332469686;15016,13332469686;13847,680000000004;93740,08;0,06093967029370377;0,06608169844286728
CMAU4679591;20';1,0;CMI25000453;Everich;;2025-01-03;nan;Entregue;1515,14;3791,5200000000004;3791,5200000000004;27270,800000000003;68900,0;0,3996128201882095;0,055559059506871816
CMAU4679591;20';1,0;CMI25000453;Everich;;2025-01-03;nan;Entregue;1206,14;3791,5200000000004;3791,5200000000004;21709,2;68900,0;0,31811516225682573;0,05555893353969746
CMAU4679591;20';1,0;IMFOR00378/24;YNS;2025-08-02;;nan;Entregue;1070,24;3791,5200000000004;3791,5200000000004;19920,0;68900,0;0,2822720175549647;0,05372690763052209
CMAU5374922;20';1,0;WMFIM251340;Yushi HongKong;2026-08-01;2026-06-02;FCL;Entregue;679,79;1300,0;1300,0;36587,600000000006;69967,6;0,5229153846153846;0,018579792060698156
CMAU5374922;20';1,0;WMFIM251340;Yushi HongKong;2026-08-01;2026-06-02;FCL;Entregue;133,79;1300,0;1300,0;7200,0;69967,6;0,1029153846153846;0,018581944444444443
CMAU5374922;20';1,0;WMFIM251340;Yushi HongKong;2026-08-01;2026-06-02;FCL;Entregue;486,42;1300,0;1300,0;26180,0;69967,6;0,37416923076923075;0,01857983193277311
CMAU5661907;40';2,0;GOC24077-1;Dongguan Alljoyful;;2024-01-10;Aéreo;Entregue;;0,0;0,0;16635,0;29585,0;;
CMAU5661907;40';2,0;GOC24089-1;Dongguan Alljoyful;;2024-01-10;Aéreo;Entregue;;0,0;0,0;12950,0;29585,0;;
CMAU5781295;40';2,0;IMFOR00028/26;AT Express;;;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
CMAU5781295;40';2,0;IMFOR00028/26;AT Express;;;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
CMAU5781295;40';2,0;IMFOR00028/26;AT Express;;;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
CMAU5781295;40';2,0;IMFOR00029/26;AT Express;;;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
CMAU6770619;40';2,0;GOC24050-7;AT Express;2024-03-10;;FCL;Entregue;;0,0;0,0;18122,0;73878,4;;
CMAU6770619;40';2,0;GOC24050-8;AT Express;2024-03-10;;FCL;Entregue;;0,0;0,0;18122,0;73878,4;;
CMAU6770619;40';2,0;IMP-SEA80124/24;AT Express;2024-03-10;;FCL;Entregue;;0,0;0,0;19032,4;73878,4;;
CMAU6770619;40';2,0;IMP-SEA80124/24;AT Express;2024-03-10;;FCL;Entregue;;0,0;0,0;18602,0;73878,4;;
CMAU8106470;40';2,0;WMFIM251130;YNS;;2025-03-11;FCL;Entregue;2179,01;4407,67;2203,835;72130,24;145904,24;0,4943677725419553;0,030209382361683534
CMAU8106470;40';2,0;WMFIM251130;YNS;;2025-03-11;FCL;Entregue;539,96;4407,67;2203,835;17874,0;145904,24;0,12250463396760647;0,030209242475103506
CMAU8106470;40';2,0;WMFIM251130;YNS;;2025-03-11;FCL;Entregue;1688,7;4407,67;2203,835;55900,0;145904,24;0,3831275934904383;0,030209302325581396
CSNU2140194;20';1,0;CMI25000628;Lanrun;;;FCL;Entregue;442,53;3842,5299999999997;3842,5299999999997;36701,6;181671,6;0,11516630969699651;0,012057512479019988
CSNU2140194;20';1,0;WMFIM251299;Yushi HongKong;;;FCL;Entregue;374,8;3842,5299999999997;3842,5299999999997;19460,0;181671,6;0,09753990209575462;0,019260020554984585
CSNU2140194;20';1,0;WMFIM251299;Yushi HongKong;;;FCL;Entregue;1325,2;3842,5299999999997;3842,5299999999997;69300,0;181671,6;0,3448769430557472;0,019122655122655124
CSNU2140194;20';1,0;WMFIM251299;Yushi HongKong;;;FCL;Entregue;1700,0;3842,5299999999997;3842,5299999999997;56210,0;181671,6;0,44241684515150176;0,03024372887386586
CSNU2556017;40';2,0;GOC24018-1;Everich;;;FCL;Entregue;6950,0;24162,0;12081,0;67886,1;293288,1;0,28764175151063653;0,10237736443837545
CSNU2556017;40';2,0;GOC24040-3;Lanrun;;;FCL;Entregue;;24162,0;12081,0;79936,0;293288,1;;
CSNU2556017;40';2,0;GOC24044-3;YNS;;;FCL;Entregue;3125,0;24162,0;12081,0;53940,0;293288,1;0,12933531992384736;0,057934742306266225
CSNU2556017;40';2,0;GOC24050-3;AT Express;;;FCL;Entregue;7200,0;24162,0;12081,0;18122,0;293288,1;0,29798857710454435;0,3973071404922194
CSNU2556017;40';2,0;GOC24052-1;YNS;;;FCL;Entregue;6887,0;24162,0;12081,0;73404,0;293288,1;0,2850343514609718;0,09382322489237643
CSNU4539704;20';1,0;CMI25000448;Everich;;;nan;Entregue;5380,11;11336,79;11336,79;78366,48000000001;165131,2;0,47457084412783507;0,06865320478857796
CSNU4539704;20';1,0;CMI25000448;Everich;;;nan;Entregue;5956,68;11336,79;11336,79;86764,72;165131,2;0,5254291558721649;0,06865324984625087
CSNU4576135;20';1,0;CAI26002264;Yushi HongKong;;2026-01-02;Aéreo;Entregue;1854,72;2845,5;2845,5;540,0;54415,5;0,6518081180811808;3,4346666666666668
CSNU4576135;20';1,0;CMI26000643;Everich;;2026-05-03;FCL;Em Trânsito;0,33;2845,5;2845,5;24,0;54415,5;0,00011597258829731155;0,01375
CSNU4576135;20';1,0;CMI26000645;Everich;2026-05-02;;FCL;Em Trânsito;990,45;2845,5;2845,5;53851,5;54415,5;0,3480759093305219;0,018392245341355393
CSNU4668136;20';1,0;GOC24015-1;Parisun;2024-11-06;2024-12-07;FCL;Entregue;27450,0;33271,62;33271,62;176299,15;258701,19999999998;0,8250274558317268;0,15570126118021557
CSNU4668136;20';1,0;GOC24021-1;Newcom;;;nan;Entregue;3843,3;33271,62;33271,62;67800,0;258701,19999999998;0,11551286050994812;0,056685840707964605
CSNU4668136;20';1,0;GOC24054-1;BH Unit;2024-06-07;2024-12-07;nan;Entregue;693,0;33271,62;33271,62;12300,0;258701,19999999998;0,020828561999686218;0,05634146341463415
CSNU4668136;20';1,0;GOC24057-1;Newcom;2024-05-07;2024-09-07;nan;Entregue;1285,32;33271,62;33271,62;2302,05;258701,19999999998;0,0386311216586388;0,5583371342933472
CSNU4905582;40';2,0;CMI24000413;Lanrun;2024-11-11;;nan;Entregue;5640,1037150091925;5640,1037150091925;2820,0518575045962;85297,6;85297,6;1,0;0,06612265427174026
CSNU4965789;20';1,0;IMFOR00205/25;AT Express;;;FCL;Entregue;2500,0;10000,0;10000,0;13243,0;52972,0;0,25;0,18877897757305748
CSNU4965789;20';1,0;IMFOR00205/25;AT Express;;;FCL;Entregue;2500,0;10000,0;10000,0;13243,0;52972,0;0,25;0,18877897757305748
CSNU4965789;20';1,0;IMFOR00206/25;AT Express;;;FCL;Entregue;2500,0;10000,0;10000,0;13243,0;52972,0;0,25;0,18877897757305748
CSNU4965789;20';1,0;IMFOR00206/25;AT Express;;;FCL;Entregue;2500,0;10000,0;10000,0;13243,0;52972,0;0,25;0,18877897757305748
CSNU5918715;40';2,0;GOC24071-2;Everich;2024-10-10;;nan;Entregue;;0,0;0,0;41173,44;67133,44;;
CSNU5918715;40';2,0;GOC24072-1;Parisun;2024-10-10;;nan;Entregue;;0,0;0,0;25960,0;67133,44;;
CSNU5924115;40';2,0;CMI25000493;YNS;2025-06-05;2025-10-06;FCL;Entregue;1242,98;6320,360000000001;3160,1800000000003;84672,8;285096,7;0,19666284831876663;0,014679802722952353
CSNU5924115;40';2,0;WMFIA250786;Newcom;;;nan;Entregue;1129,12;6320,360000000001;3160,1800000000003;9000,0;285096,7;0,17864805169325795;0,12545777777777778
CSNU5924115;40';2,0;WMFIM250732;Everich;;;FCL;Entregue;1850,0;6320,360000000001;3160,1800000000003;66952,5;285096,7;0,2927048459264978;0,02763152981591427
CSNU5924115;40';2,0;WMFIM250794;Everich;2025-09-05;;FCL;Entregue;2098,26;6320,360000000001;3160,1800000000003;124471,4;285096,7;0,3319842540614775;0,01685736643116411
CSNU6672134;20';1,0;IMFOR00087/25;Parisun;2025-12-08;;FCL;Entregue;3489,87;9190,16;9190,16;42943,5;133001,5;0,3797398521897334;0,08126654790596947
CSNU6672134;20';1,0;IMFOR00087/25;Parisun;2025-12-08;;FCL;Entregue;1810,13;9190,16;9190,16;26418,0;133001,5;0,19696392663457438;0,06851881293057764
CSNU6672134;20';1,0;WMFIM251001;YNS;2025-07-08;2025-10-09;FCL;Entregue;3890,16;9190,16;9190,16;63640,0;133001,5;0,42329622117569227;0,06112759270898806
CSNU7089806;40';2,0;CMI25000524;Everich;;;FCL;Entregue;4600,0;13901,87;6950,935;97290,0;284716,8;0,33089073628224114;0,04728132387706856
CSNU7089806;40';2,0;CMI25000525;Lanrun;;;FCL;Entregue;4934,21;13901,87;6950,935;99840,0;284716,8;0,3549313869285211;0,049421173878205125
CSNU7089806;40';2,0;CMI25000525;Lanrun;;;FCL;Entregue;4115,79;13901,87;6950,935;83280,0;284716,8;0,29606017032240983;0,04942110951008646
CSNU7089806;40';2,0;CMI25000527;Everich;;2025-04-08;FCL;Entregue;251,87;13901,87;6950,935;4306,799999999999;284716,8;0,018117706466827845;0,058481935543791226
CSNU8106422;20';1,0;CMI26000666;Everich;2026-06-03;2026-11-04;FCL;Booking;;0,0;0,0;8993,0;72007,4;;
CSNU8106422;20';1,0;CMI26000666;Everich;2026-06-03;2026-11-04;FCL;Booking;;0,0;0,0;29376,0;72007,4;;
CSNU8106422;20';1,0;CMI26000666;Everich;2026-06-03;2026-12-04;FCL;Booking;;0,0;0,0;33638,4;72007,4;;
CSNU8231838;40';2,0;CMI25000592;Lanrun;2025-01-10;;FCL;Entregue;2250,0;5642,33;2821,165;101587,2;185312,7;0,3987714295335438;0,02214845964845965
CSNU8231838;40';2,0;WMFIM251130;YNS;;2025-03-11;FCL;Entregue;3392,33;5642,33;2821,165;83725,5;185312,7;0,6012285704664563;0,040517285653713625
CSNU9153566;40';2,0;CMI25000528;Everich;2025-05-07;2025-05-08;FCL;Entregue;6628,28;17515,66;8757,83;79522,5;164301,32;0,37842022510142354;0,08335100128894338
CSNU9153566;40';2,0;CMI25000528;Everich;2025-05-07;2025-05-08;FCL;Entregue;5391,14;17515,66;8757,83;64680,0;164301,32;0,3077897150321484;0,08335095856524428
CSNU9153566;40';2,0;IMFOR00066/25;AT Express;;2025-01-08;FCL;Entregue;5415,0;17515,66;8757,83;17461,82;164301,32;0,30915192462059665;0,3101051322256214
CSNU9153566;40';2,0;WMFIM250943;Newcom;2025-08-07;;LCL;Entregue;81,24;17515,66;8757,83;2637,0;164301,32;0,0046381352458314444;0,03080773606370876
CSNU9626108;40';2,0;CMI25000572;Everich;;2025-12-10;FCL;Entregue;1450,0;13944,54;6972,27;44614,5;252899,14;0,10398335118978468;0,03250064440932881
CSNU9626108;40';2,0;CMI25000572;Everich;;2025-12-10;FCL;Entregue;2900,0;13944,54;6972,27;85731,0;252899,14;0,20796670237956935;0,03382673711959501
CSNU9626108;40';2,0;IMFOR00116/25;AT Express;2025-09-09;2025-10-10;FCL;Entregue;3350,0;13944,54;6972,27;17461,82;252899,14;0,24023739757639906;0,19184712704632165
CSNU9626108;40';2,0;IMFOR00116/25;AT Express;2025-09-09;2025-10-10;FCL;Entregue;3350,0;13944,54;6972,27;17461,82;252899,14;0,24023739757639906;0,19184712704632165
CSNU9626108;40';2,0;WMFIM251077;YNS;2025-03-09;;FCL;Entregue;2894,54;13944,54;6972,27;87630,0;252899,14;0,2075751512778478;0,03303138194682186
FFAU1247595;40';2,0;IMFOR00206/25;AT Express;;;FCL;Entregue;2500,0;2500,0;1250,0;13243,0;13243,0;1,0;0,18877897757305748
FFAU1499914;20';1,0;GOC24012-2;Lanrun;;2024-06-07;FCL;Entregue;;2001,431;2001,431;95180,0;192657,8;;
FFAU1499914;20';1,0;GOC24012-3;Lanrun;;2024-06-07;FCL;Entregue;;2001,431;2001,431;61567,8;192657,8;;
FFAU1499914;20';1,0;GOC24014-2;Newcom;2024-03-06;2024-09-07;FCL;Entregue;;2001,431;2001,431;5000,0;192657,8;;
FFAU1499914;20';1,0;GOC24027-1;Newcom;2024-08-06;2024-07-07;FCL;Entregue;206,911;2001,431;2001,431;15784,999999999998;192657,8;0,10338153051491658;0,013108077288565095
FFAU1499914;20';1,0;GOC24048-1;YNS;2024-06-06;2024-06-07;LCL;Entregue;1794,52;2001,431;2001,431;15125,0;192657,8;0,8966184694850834;0,11864595041322314
FFAU1841248;40';2,0;WMFIM251276;YNS;2025-10-12;;FCL;Entregue;505,1531;505,1531;252,57655;20286,0;20286,0;1,0;0,024901562654047128
FFAU2022698;20';1,0;CMI25000620;Lanrun;2025-02-12;2026-03-01;FCL;Entregue;738,71;2283,2200000000003;2283,2200000000003;43136,0;120768,7;0,32353868659174323;0,01712513909495549
FFAU2022698;20';1,0;CMI25000622;Everich;2025-04-12;2026-08-01;FCL;Entregue;874,21;2283,2200000000003;2283,2200000000003;44358,9;120768,7;0,3828846979266124;0,019707657313413993
FFAU2022698;20';1,0;CMI25000622;Everich;2025-04-12;2026-08-01;FCL;Entregue;227,95;2283,2200000000003;2283,2200000000003;11566,8;120768,7;0,09983707220504374;0,0197072656222983
FFAU2022698;20';1,0;CMI25000622;Everich;2025-04-12;2026-08-01;FCL;Entregue;397,84;2283,2200000000003;2283,2200000000003;20187,0;120768,7;0,17424514501449703;0,0197077326992619
FFAU2022698;20';1,0;IMP-02/11127 / IMP-02/11186;Shenzhen Ilinois;;;Aéreo;Entregue;44,51;2283,2200000000003;2283,2200000000003;1520,0;120768,7;0,01949439826210352;0,029282894736842105
FFAU2191066;40';2,0;CMI25000558;Everich;;2025-03-10;FCL;Entregue;3075,0;10975,0;5487,5;93043,2;289348,39;0,28018223234624146;0,033049164259182834
FFAU2191066;40';2,0;WMFIM251039;YNS;;;FCL;Entregue;53,12;10975,0;5487,5;1320,0;289348,39;0,00484009111617312;0,04024242424242424
FFAU2191066;40';2,0;WMFIM251039;YNS;;;FCL;Entregue;3795,88;10975,0;5487,5;94322,95;289348,39;0,34586605922551256;0,040243440223190645
FFAU2191066;40';2,0;WMFIM251039;YNS;;;FCL;Entregue;1662,46;10975,0;5487,5;41310,0;289348,39;0,15147699316628702;0,04024352457032196
FFAU2191066;40';2,0;WMFIM251039;YNS;;;FCL;Entregue;2388,54;10975,0;5487,5;59352,24;289348,39;0,21763462414578588;0,0402434684857724
FFAU4823498;40';2,0;GOC24041-2;Ansheng;;2024-01-12;nan;Entregue;;7160,0;3580,0;36686,4;136097,59999999998;;
FFAU4823498;40';2,0;GOC24105-1/GOC24070-4;Lanrun;;2024-04-12;nan;Entregue;6981,524335286165;7160,0;3580,0;96933,2;136097,59999999998;0,9750732311852186;0,07202407776990923
FFAU4823498;40';2,0;GOC24105-1/GOC24070-4;Lanrun;;2024-04-12;nan;Entregue;178,47566471383504;7160,0;3580,0;2478,0;136097,59999999998;0,024926768814781432;0,07202407776990923
FFAU4860684;40';2,0;CMI25000549;Lanrun;2025-06-08;2025-02-09;FCL;Entregue;5896,1;21430,940000000002;10715,470000000001;101496,0;357846,0;0,27512092330061116;0,05809194451012848
FFAU4860684;40';2,0;CMI25000553;Lanrun;;;FCL;Entregue;4300,0;21430,940000000002;10715,470000000001;79326,0;357846,0;0,20064448876250876;0,054206691374832965
FFAU4860684;40';2,0;IMFOR00090/25;Newcom;2025-07-08;;FCL;Entregue;600,61;21430,940000000002;10715,470000000001;9000,0;357846,0;0,02802536892922102;0,06673444444444444
FFAU4860684;40';2,0;IMFOR00090/25;Newcom;2025-07-08;;FCL;Entregue;4324,39;21430,940000000002;10715,470000000001;64800,0;357846,0;0,20178256296737335;0,06673441358024691
FFAU4860684;40';2,0;WMFIM251001;YNS;2025-07-08;2025-10-09;FCL;Entregue;6309,84;21430,940000000002;10715,470000000001;103224,0;357846,0;0,2944266560402857;0,06112764473378284
FFAU5614226;40';2,0;GOC23031-6;Lanrun;;;nan;Entregue;3100,0;6200,0;3100,0;103803,60000000002;207053,60000000003;0,5;0,029864089492079266
FFAU5614226;40';2,0;GOC23031-7;Lanrun;;;nan;Entregue;3100,0;6200,0;3100,0;103250,0;207053,60000000003;0,5;0,03002421307506053
FFAU6022741;40';2,0;IMFOR00032/26;AT Express;;2026-01-03;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
FFAU6022741;40';2,0;IMFOR00032/26;AT Express;;2026-01-03;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
FFAU6022741;40';2,0;IMFOR00032/26;AT Express;;2026-01-03;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
FFAU6022741;40';2,0;IMFOR00033/26;AT Express;;2026-01-03;FCL;Desembaraço;1245,0;4980,0;2490,0;13243,0;52972,0;0,25;0,09401193083138262
FFAU7550190;20';1,0;CMI25000617;Lanrun;;;FCL;Entregue;2200,0;4400,0;4400,0;94912,4;174862,4;0,5;0,023179268462287333
FFAU7550190;20';1,0;CMI25000617;Lanrun;;;FCL;Entregue;2200,0;4400,0;4400,0;79950,0;174862,4;0,5;0,027517198248905566
FFAU7754864;40';2,0;IMFOR00194/25;AT Express;2025-04-10;;FCL;Entregue;2300,0;7125,719999999999;3562,8599999999997;13243,0;46409,0;0,3227744003412989;0,17367665936721285
FFAU7754864;40';2,0;IMFOR00194/25;AT Express;2025-04-10;;FCL;Entregue;2300,0;7125,719999999999;3562,8599999999997;13243,0;46409,0;0,3227744003412989;0,17367665936721285
FFAU7754864;40';2,0;IMFOR00194/25;AT Express;2025-04-10;;FCL;Entregue;2300,0;7125,719999999999;3562,8599999999997;13243,0;46409,0;0,3227744003412989;0,17367665936721285
FFAU7754864;40';2,0;WMFIM251142;YNS;2025-08-10;2025-11-11;FCL;Entregue;225,72;7125,719999999999;3562,8599999999997;6680,0;46409,0;0,03167679897610347;0,033790419161676646
FFAU8688755;40';2,0;CMI25000639;Lanrun;;;FCL;Desembaraço;46,23;2555,03;1277,515;3234,0;177027,3;0,018093721013060508;0,014294990723562152
FFAU8688755;40';2,0;CMI26000642;Lanrun;;;FCL;Desembaraço;1250,0;2555,03;1277,515;87932,8;177027,3;0,48923104621080765;0,014215400851559373
FFAU8688755;40';2,0;CMI26000642;Lanrun;;;FCL;Desembaraço;1250,0;2555,03;1277,515;80376,0;177027,3;0,48923104621080765;0,015551906041604458
FFAU8688755;40';2,0;CMI26000643;Everich;;2026-05-03;FCL;Em Trânsito;4,62;2555,03;1277,515;342,0;177027,3;0,0018081979467951452;0,013508771929824562
FFAU8688755;40';2,0;WMFIM261360;Ningbo Toprank;;2026-05-03;LCL;Em Trânsito;4,18;2555,03;1277,515;5142,5;177027,3;0,0016359886185289406;0,0008128342245989304
GESU1852264;40';2,0;CMI26000660;Everich;2026-06-03;2026-12-04;FCL;Booking;135,71;276,37;138,185;8526,0;14092,5;0,4910446141042805;0,015917194463992493
GESU1852264;40';2,0;CMI26000667;Lanrun;2026-06-03;2026-12-04;FCL;Booking;97,94;276,37;138,185;3876,0;14092,5;0,3543799978289973;0,02526831785345717
GESU1852264;40';2,0;CMI26000667;Lanrun;2026-06-03;2026-12-04;FCL;Booking;42,72;276,37;138,185;1690,5;14092,5;0,15457538806672214;0,025270629991126885
GESU2936571;40';2,0;IMFOR00054/26;Parisun;2026-01-02;;FCL;Em Trânsito;1196,55;5329,82;2664,91;39657,36;296883,06;0,22450101504366002;0,030172205108963377
GESU2936571;40';2,0;IMFOR00054/26;Parisun;2026-01-02;;FCL;Em Trânsito;48,45;5329,82;2664,91;1606,0;296883,06;0,0090903632768086;0,030168119551681197
GESU2936571;40';2,0;WMFIM261418;Yiwu Runhui;;;FCL;Em Trânsito;3000,0;5329,82;2664,91;195655,0;296883,06;0,5628707911336593;0,015333111855050983
GESU2936571;40';2,0;WMFIM261433;Yushi HongKong;2026-02-03;2026-03-04;FCL;Booking;1084,82;5329,82;2664,91;59964,7;296883,06;0,2035378305458721;0,018090976858051486
GESU4652414;20';1,0;CMI25000614;Everich;;;FCL;Entregue;1,28;1,28;1,28;64,0;64,0;1,0;0,02
GESU5727085;20';1,0;CMI26000655;Everich;2026-05-02;2026-09-04;FCL;Em Trânsito;1,47;1496,71;1496,71;103,2;135786,65;0,0009821541915267487;0,014244186046511627
GESU5727085;20';1,0;CMI26000666;Everich;2026-06-03;2026-11-04;FCL;Booking;;1496,71;1496,71;414,0;135786,65;;
GESU5727085;20';1,0;CMI26000666;Everich;2026-06-03;2026-12-04;FCL;Booking;;1496,71;1496,71;74581,8;135786,65;;
GESU5727085;20';1,0;CMI26000670;Wenzhou Yuanfei;2026-06-03;2026-12-04;FCL;Booking;1080,0;1496,71;1496,71;37935,65;135786,65;0,7215826713257745;0,028469263081033275
GESU5727085;20';1,0;WMFIM261369;Yushi HongKong;;;FCL;Desembaraço;415,24;1496,71;1496,71;22752,0;135786,65;0,2774351744826987;0,018250703234880452
GESU8096887;40';2,0;CMI25000614;Everich;;;FCL;Entregue;104,47;1571,13;785,565;5218,5;49005,3;0,06649354286405326;0,020019162594615312
GESU8096887;40';2,0;CMI25000618;Everich;;;FCL;Entregue;733,33;1571,13;785,565;17305,2;49005,3;0,46675322856797336;0,04237627996209232
GESU8096887;40';2,0;CMI25000618;Everich;;;FCL;Entregue;733,33;1571,13;785,565;26481,6;49005,3;0,46675322856797336;0,027692057881698994
GESU8633773;20';1,0;CMI25000614;Everich;;;FCL;Entregue;197,03;6932,11;6932,11;9841,92;130530,92;0,02842280344656966;0,020019467746130837
GESU8633773;20';1,0;WMFIA251218;Sanfeng;;;Aéreo;Entregue;5275,08;6932,11;6932,11;13400,0;130530,92;0,7609631122414388;0,3936626865671642
GESU8633773;20';1,0;WMFIM251213;YNS;;;FCL;Entregue;1050,0;6932,11;6932,11;55881,0;130530,92;0,15146903323807615;0,018789928598271326
GESU8633773;20';1,0;WMFIM251253;Sanfeng;2025-07-12;2026-09-01;LCL;Entregue;410,0;6932,11;6932,11;51408,0;130530,92;0,05914505107391545;0,007975412387177094
GESU8761611;20';1,0;CMI25000599;Everich;;;FCL;Entregue;186,15;5186,15;5186,15;6832,799999999999;185082,3;0,035893678354848975;0,027243589743589747
GESU8761611;20';1,0;WMFIM251164;YNS;;;FCL;Entregue;2500,0;5186,15;5186,15;81396,0;185082,3;0,48205316082257554;0,0307140400019657
GESU8761611;20';1,0;WMFIM251164;YNS;;;FCL;Entregue;2500,0;5186,15;5186,15;96853,5;185082,3;0,48205316082257554;0,025812180251617134
GESU9852897;40';2,0;WMFIM250955;YNS;2025-10-07;;FCL;Entregue;5257,61;6245,929999999999;3122,9649999999997;51069,5;60669,5;0,8417657578615194;0,10295009741626607
GESU9852897;40';2,0;WMFIM250955;YNS;2025-10-07;;FCL;Entregue;988,32;6245,929999999999;3122,9649999999997;9600,0;60669,5;0,1582342421384806;0,10295
HLXU1192619;20';1,0;WMFIM250760;YNS;;;FCL;Entregue;301,74;301,74;301,74;16920,0;16920,0;1,0;0,017833333333333333
HLXU2344047;40';2,0;CMI25000629;Everich;;;FCL;Entregue;847,65;4135,0;2067,5;48591,0;215937,0;0,20499395405078596;0,01744458850404396
HLXU2344047;40';2,0;CMI25000629;Everich;;;FCL;Entregue;377,35;4135,0;2067,5;21631,2;215937,0;0,09125755743651753;0,017444709493694293
HLXU2344047;40';2,0;CMI25000631;Lanrun;;;FCL;Entregue;1225,0;4135,0;2067,5;92556,4;215937,0;0,2962515114873035;0,013235173364564742
HLXU2344047;40';2,0;IMFOR00254/25;Parisun;;;FCL;Entregue;1641,57;4135,0;2067,5;51788,4;215937,0;0,39699395405078597;0,031697638853488426
HLXU2344047;40';2,0;IMFOR00254/25;Parisun;;;FCL;Entregue;43,43;4135,0;2067,5;1370,0;215937,0;0,010503022974607014;0,0317007299270073
HLXU2785277;40';2,0;WMFIA250863;Sanfeng;;2025-06-06;Aéreo;Entregue;2730,0;2730,0;1365,0;8685,0;8685,0;1,0;0,3143350604490501
HLXU3094235;40';2,0;GOC24079-1;Newcom;2024-10-10;;nan;Entregue;;0,0;0,0;24000,0;43050,0;;
HLXU3094235;40';2,0;GOC24083-1;Yiwu Runhui;2024-05-10;2024-12-11;LCL;Entregue;;0,0;0,0;19050,0;43050,0;;
HLXU3770370;20';1,0;WMFIM250955;YNS;2025-10-07;;FCL;Entregue;551,81;4505,09;4505,09;5360,0;43760,0;0,1224858992828112;0,10294962686567163
HLXU3770370;20';1,0;WMFIM250955;YNS;2025-10-07;;FCL;Entregue;3953,28;4505,09;4505,09;38400,0;43760,0;0,8775141007171888;0,10295
HLXU3997281;20';1,0;CMI25000468;Everich;;;FCL;Entregue;270,72;5040,5599999999995;5040,5599999999995;9659,249999999998;23411,25;0,05370831812338313;0,028027020731423255
HLXU3997281;20';1,0;IMP 02/9333;Dacen;;;Aéreo;Entregue;1975,84;5040,5599999999995;5040,5599999999995;4400,0;23411,25;0,39198819178821404;0,44905454545454543
HLXU3997281;20';1,0;WMFIA250862;Sanfeng;;2025-06-06;Aéreo;Entregue;2794,0;5040,5599999999995;5040,5599999999995;9352,000000000002;23411,25;0,554303490088403;0,298759623609923
HLXU4335942;20';1,0;GOC24012-7;Lanrun;;;FCL;Entregue;;7952,16;7952,16;60740,0;128817,5;;
HLXU4335942;20';1,0;GOC24030-1;YNS;;;FCL;Entregue;7779,91;7952,16;7952,16;63577,5;128817,5;0,9783392185267902;0,12236891982226417
HLXU4335942;20';1,0;GOC24037-1;Everich;;;FCL;Entregue;172,25;7952,16;7952,16;4500,0;128817,5;0,021660781473209795;0,03827777777777778
HLXU5107245;40';2,0;CMI24000427;Newcom;;;nan;Entregue;158,4;13225,42;6612,71;8190,0;80029,6;0,01197693532606148;0,01934065934065934
